what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084417186
started,bundle,org.eclipse.draw2d,3.5.2.v20091126-1908,"org.eclipse.draw2d",1308084421482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084428549
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308084428575
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308084430444
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1308084449087
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1308084449142
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1308084449218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084449368
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084451427
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084451547
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084452508
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084457712
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084602875
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084652542
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084660430
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308084669537
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084672926
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084673286
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308084677094
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084684974
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084709150
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084718473
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084727244
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084728599
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084753809
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308084755515
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084757320
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308084758068
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308084759198
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084759885
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308084765465
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084772475
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084801688
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084817306
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084840971
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084844629
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084866372
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084866652
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084904952
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084905047
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084925759
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308084929486
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1308084958227
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1308084958247
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308084989459
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084991415
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308084991568
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085002442
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085003519
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085003690
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085012020
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085018565
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085018565
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308085019566
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1308085026012
started,bundle,org.eclipse.wst.validation.ui,1.2.104.v200904232035,"org.eclipse.wst.validation.ui",1308085026025
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085026169
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085027729
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085028812
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085029018
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085036055
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308085039287
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308085040403
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085041284
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085043838
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1308085044120
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308085044230
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308085044980
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085045701
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085046470
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085047724
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085056230
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085070152
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085070372
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085070372
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308085081459
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085083031
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085083170
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085093600
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085093827
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085097853
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085104055
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085104186
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085104272
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085113829
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085115567
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308085116384
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085120733
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085120733
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085126138
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085128146
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308085136068
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085142750
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085142869
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308085144226
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085146082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085150177
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085150268
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085150347
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085150462
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308085162966
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085164243
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085166622
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085166628
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085167506
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085168330
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308085172625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308085185453
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085186084
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085189183
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308085197292
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085199830
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085220822
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085234369
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308085241508
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308085242937
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308085245114
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085252031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085252619
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085253490
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308085255906
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085256153
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308085263026
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308085263426
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085264288
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308085267926
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085267927
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085269085
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085271633
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085273076
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308085276413
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308085282164
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085289021
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308085290785
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085291003
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085291145
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085294720
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085294720
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308085298993
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308085307588
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308085318973
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308085320088
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085324735
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085379022
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085381864
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085382032
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308085397865
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085408502
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308085409758
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085523670
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085527343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085537583
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085538818
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085539281
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085540522
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085553607
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308085557276
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308085563392
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087265928
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308087269643
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087269963
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087270108
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308087278226
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308087278546
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1308087285651
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308087287184
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087288482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087291986
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1308087291990
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308087292889
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308087293739
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087294021
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308087297519
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308087297797
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087298570
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087299770
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087304459
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087399841
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087405798
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087405917
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087426141
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087485751
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087526205
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308087531129
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087546388
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087546556
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087550176
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087551714
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087556290
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087566131
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087637074
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087637208
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308087640761
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087645971
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087646106
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087652274
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087656698
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087663652
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087663785
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308087686818
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308087690429
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087698277
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087698410
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087710315
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087711342
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087713079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087745540
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1308087756804
opened,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1308087756985
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1308087757045
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.views.showView",1308087757045
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308087759395
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087766534
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087777943
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087779877
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087797572
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087798482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087853174
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087853590
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087853807
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087855840
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308087872285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1308087872294
