what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308088646248
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308088646329
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308088647530
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308088653051
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308088653255
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308088680278
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088692437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088758501
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308088761490
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308088769993
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308088772015
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308088772805
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088783152
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088783300
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308088797320
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308088817484
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308088823537
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088830036
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088830139
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088868050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088868202
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308088882111
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308088888531
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308088906656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308088907187
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088922659
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088924184
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088924311
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088925928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088944100
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088945200
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088954226
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088960501
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088973759
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088975158
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088976394
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088986573
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308088988853
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308088990254
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088996837
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308088998028
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089015285
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089018730
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308089018865
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308089020448
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308089043125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089056216
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089056425
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089056620
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089056880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089061119
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089062225
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089062392
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089063833
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089088712
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089106880
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1308089106898
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089108193
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089108618
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089110957
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089116414
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089130363
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089135003
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089135133
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089147329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089148125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089150652
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089152706
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308089152833
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089154037
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089164386
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308089164411
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089165267
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089166671
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089167658
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089168043
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089169121
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089169586
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089170318
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089170656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089171687
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089179439
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308089216128
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089244983
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089256462
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089256548
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089259718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089262252
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089271828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089272797
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089325340
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089326260
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308089338172
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089340153
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089342939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089362230
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089362358
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089368223
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089377127
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089431260
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089442525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089443811
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089445059
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089447522
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308089447631
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089448193
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089459120
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308089459147
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308089472873
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089474094
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089496346
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308089513588
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308089523595
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089532178
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308089536261
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089541441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308089542842
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089543313
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089561488
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089653163
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308089654280
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308089654852
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089656627
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089718785
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089718928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089720095
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089744038
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089753464
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089801152
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089803702
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089837045
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308089875303
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089876494
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089889021
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089896799
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089935309
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089935414
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308089947911
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089948285
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089970538
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308089971574
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089983812
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308089983927
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308090000042
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308090005980
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090009728
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090011139
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090011972
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090017970
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308090023293
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090027015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090029039
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308090029136
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090029687
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090033706
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308090033730
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090062732
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090068075
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090074437
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090079025
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090243788
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090264323
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090264459
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090288405
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090290694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090298606
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090306240
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308090306348
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090307709
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090311251
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308090311286
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308090431031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090433326
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090433973
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090434172
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090434348
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090434540
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090434740
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090434948
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090435205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090435452
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308090438364
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090449082
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090449201
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090451855
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090454642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090455224
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090455848
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090456205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1308090458307
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1308090458602
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1308090458979
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1308090459328
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090495597
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090495717
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090502075
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090508165
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308090508286
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308090511162
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090537318
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090537590
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090537776
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538289
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538330
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538351
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538411
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538449
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538545
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538568
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538587
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1308090538622
